epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,71.7351,0.55852,4.53787,2.6554,1.00908,0.01262,1,0.66172,0.62056,0.00827,0.65556,0.31244,0.10156,0.29571,5.14669,2.85417,0.84008,0.000275906,0.000275906,0.000275906
28,74.3241,0.53801,4.30337,2.51461,0.9418,0.01262,1,0.66172,0.62056,0.00827,0.65556,0.31244,0.10156,0.29571,5.14669,2.85417,0.84008,0.000282698,0.000282698,0.000282698
29,76.9739,0.56483,3.69953,2.39493,0.92574,0.01264,1,0.6887,0.65549,0.0101,0.79444,0.33603,0.13843,0.29035,5.12822,2.84847,0.84506,0.000289207,0.000289207,0.000289207
30,79.4741,0.5369,4.49407,2.39366,0.88503,0.01264,1,0.6887,0.65549,0.0101,0.79444,0.33603,0.13843,0.29035,5.12822,2.84847,0.84506,0.000295433,0.000295433,0.000295433
31,82.1433,0.54614,4.04943,2.41077,0.9874,0.01262,1,0.69249,0.63243,0.00832,0.68333,0.3183,0.14222,0.32741,5.11112,2.85008,0.86586,0.000301376,0.000301376,0.000301376
32,84.7781,0.64075,3.7322,2.41912,0.95808,0.01262,1,0.69249,0.63243,0.00832,0.68333,0.3183,0.14222,0.32741,5.11112,2.85008,0.86586,0.000307036,0.000307036,0.000307036
33,87.6516,0.47126,3.50937,2.29609,0.94855,0.01258,1,0.70015,0.61757,0.00918,0.73889,0.25948,0.13246,0.36537,5.0857,2.8478,0.8796,0.000312414,0.000312414,0.000312414
34,90.328,0.56799,3.49272,2.2963,0.96603,0.01258,1,0.70015,0.61757,0.00918,0.73889,0.25948,0.13246,0.36537,5.0857,2.8478,0.8796,0.000317508,0.000317508,0.000317508
35,93.2013,0.58415,3.62624,2.34458,0.94839,0.01255,1,0.75319,0.69261,0.00657,0.57222,0.26799,0.12331,0.33942,5.04765,2.8306,0.87827,0.00032232,0.00032232,0.00032232
36,95.8088,0.55118,3.37717,2.13484,0.98108,0.01255,1,0.75319,0.69261,0.00657,0.57222,0.26799,0.12331,0.33942,5.04765,2.8306,0.87827,0.000326848,0.000326848,0.000326848
37,98.6852,0.72991,2.96458,2.2277,1.06194,0.01247,1,0.77128,0.70453,0.00748,0.62778,0.35033,0.12557,0.3142,4.9892,2.80311,0.86782,0.000331094,0.000331094,0.000331094
38,101.45,0.49787,3.16636,2.16409,0.90303,0.01247,1,0.77128,0.70453,0.00748,0.62778,0.35033,0.12557,0.3142,4.9892,2.80311,0.86782,0.000335056,0.000335056,0.000335056
39,104.419,0.56578,3.30126,2.25555,0.9604,0.01249,1,0.81229,0.75047,0.00667,0.54444,0.30608,0.13535,0.34226,4.90702,2.7816,0.87605,0.000338736,0.000338736,0.000338736
40,107.257,0.68045,3.26357,2.07657,0.97374,0.01249,1,0.81229,0.75047,0.00667,0.54444,0.30608,0.13535,0.34226,4.90702,2.7816,0.87605,0.000342133,0.000342133,0.000342133
41,110.184,0.55561,3.03957,2.06316,0.92928,0.01248,1,0.83979,0.77072,0.00915,0.73889,0.37436,0.16002,0.34374,4.79984,2.75854,0.87665,0.000345246,0.000345246,0.000345246
42,113.091,0.50481,2.52013,2.00629,0.97301,0.01248,1,0.83979,0.77072,0.00915,0.73889,0.37436,0.16002,0.34374,4.79984,2.75854,0.87665,0.000348077,0.000348077,0.000348077
43,116.128,0.48208,3.49142,2.05059,0.92723,0.01251,1,0.83407,0.76648,0.00918,0.73889,0.4028,0.18973,0.33574,4.63956,2.73005,0.87143,0.000350625,0.000350625,0.000350625
44,119.119,0.47203,2.76293,1.87826,0.93403,0.01251,1,0.83407,0.76648,0.00918,0.73889,0.4028,0.18973,0.33574,4.63956,2.73005,0.87143,0.00035289,0.00035289,0.00035289
45,122.271,0.50313,3.10301,1.98291,0.92549,0.01256,1,0.8613,0.8008,0.00838,0.68333,0.42909,0.22188,0.32806,4.41711,2.70037,0.87031,0.000354872,0.000354872,0.000354872
46,125.44,0.48307,2.80392,1.90941,0.97602,0.01256,1,0.8613,0.8008,0.00838,0.68333,0.42909,0.22188,0.32806,4.41711,2.70037,0.87031,0.000356571,0.000356571,0.000356571
47,128.332,0.54317,2.87852,1.9339,0.91054,0.01259,1,0.8937,0.84106,0.00928,0.75,0.57196,0.27732,0.32584,4.16693,2.67381,0.86584,0.000357987,0.000357987,0.000357987
48,131.129,0.50417,2.85853,1.75171,0.92055,0.01259,1,0.8937,0.84106,0.00928,0.75,0.57196,0.27732,0.32584,4.16693,2.67381,0.86584,0.000359121,0.000359121,0.000359121
49,134.176,0.51208,2.09945,1.86216,0.96664,0.01259,1,0.885,0.82535,0.01005,0.80556,0.5603,0.30033,0.30054,3.93019,2.65551,0.85798,0.000359971,0.000359971,0.000359971
50,137.096,0.51324,2.72389,1.77617,0.95473,0.01259,1,0.885,0.82535,0.01005,0.80556,0.5603,0.30033,0.30054,3.93019,2.65551,0.85798,0.000360538,0.000360538,0.000360538
51,140.103,0.47926,2.65658,1.71369,0.93529,0.01268,1,0.885,0.82642,0.011,0.86111,0.62147,0.34525,0.33115,3.6972,2.62937,0.8852,0.000360822,0.000360822,0.000360822
52,142.782,0.37309,2.01342,1.56543,0.88681,0.01268,1,0.885,0.82642,0.011,0.86111,0.62147,0.34525,0.33115,3.6972,2.62937,0.8852,0.000360824,0.000360824,0.000360824
53,145.808,0.53376,2.87668,1.78825,0.91827,0.01268,1,0.885,0.82642,0.011,0.86111,0.62147,0.34525,0.33115,3.6972,2.62937,0.8852,0.000360542,0.000360542,0.000360542
54,148.837,0.38964,2.40716,1.53046,0.89153,0.68784,0.63448,0.90722,0.84485,0.54454,0.57893,0.69259,0.44044,0.37525,3.42692,2.57906,0.91603,0.000359978,0.000359978,0.000359978
55,151.997,0.6169,2.67781,1.76505,0.95946,0.68784,0.63448,0.90722,0.84485,0.54454,0.57893,0.69259,0.44044,0.37525,3.42692,2.57906,0.91603,0.000359131,0.000359131,0.000359131
56,154.992,0.61036,2.54169,1.70956,0.95789,0.68784,0.63448,0.90722,0.84485,0.54454,0.57893,0.69259,0.44044,0.37525,3.42692,2.57906,0.91603,0.000358,0.000358,0.000358
57,157.899,0.48663,2.84365,1.76652,0.91925,0.90835,0.33333,0.94639,0.87996,0.90835,0.33333,0.71622,0.46979,0.40955,3.17353,2.52655,0.91471,0.000356587,0.000356587,0.000356587
58,160.706,0.52841,3.11271,1.5769,0.92142,0.90835,0.33333,0.94639,0.87996,0.90835,0.33333,0.71622,0.46979,0.40955,3.17353,2.52655,0.91471,0.000354891,0.000354891,0.000354891
59,163.479,0.43846,2.05307,1.61444,0.91809,0.90835,0.33333,0.94639,0.87996,0.90835,0.33333,0.71622,0.46979,0.40955,3.17353,2.52655,0.91471,0.000352912,0.000352912,0.000352912
60,166.409,0.45846,2.37859,1.59502,0.96646,0.96446,0.33333,0.96722,0.92294,0.96446,0.33333,0.81262,0.51874,0.39286,3.01956,2.48051,0.89844,0.000350649,0.000350649,0.000350649
61,169.184,0.50525,2.77225,1.50309,0.94238,0.96446,0.33333,0.96722,0.92294,0.96446,0.33333,0.81262,0.51874,0.39286,3.01956,2.48051,0.89844,0.000348104,0.000348104,0.000348104
62,172.017,0.60705,2.24082,1.60903,0.97861,0.96446,0.33333,0.96722,0.92294,0.96446,0.33333,0.81262,0.51874,0.39286,3.01956,2.48051,0.89844,0.000345276,0.000345276,0.000345276
63,174.926,0.59431,2.86904,1.51872,1.07876,1,0.30845,0.995,0.94379,1,0.30845,0.81262,0.53086,0.39626,2.89978,2.43755,0.8874,0.000342165,0.000342165,0.000342165
64,177.788,0.49563,2.64693,1.45553,0.9085,1,0.30845,0.995,0.94379,1,0.30845,0.81262,0.53086,0.39626,2.89978,2.43755,0.8874,0.000338772,0.000338772,0.000338772
65,180.657,0.50531,2.13577,1.45552,0.90937,1,0.30845,0.995,0.94379,1,0.30845,0.81262,0.53086,0.39626,2.89978,2.43755,0.8874,0.000335095,0.000335095,0.000335095
66,183.575,0.45831,2.12176,1.24153,0.94449,0.96,0.26667,0.97595,0.92062,0.96,0.26667,0.82108,0.52001,0.38027,2.77638,2.394,0.88217,0.000331135,0.000331135,0.000331135
67,186.385,0.52458,2.62621,1.48658,0.93385,0.96,0.26667,0.97595,0.92062,0.96,0.26667,0.82108,0.52001,0.38027,2.77638,2.394,0.88217,0.000326892,0.000326892,0.000326892
68,189.117,0.46492,2.4472,1.37327,0.90795,0.96,0.26667,0.97595,0.92062,0.96,0.26667,0.82108,0.52001,0.38027,2.77638,2.394,0.88217,0.000322367,0.000322367,0.000322367
69,192.03,0.53835,2.06119,1.4341,1.05043,0.9537,0.26667,0.98389,0.93914,0.9537,0.26667,0.84791,0.56399,0.35276,2.61623,2.33888,0.8596,0.000317558,0.000317558,0.000317558
70,194.758,0.54253,2.3102,1.35961,0.9408,0.9537,0.26667,0.98389,0.93914,0.9537,0.26667,0.84791,0.56399,0.35276,2.61623,2.33888,0.8596,0.000312467,0.000312467,0.000312467
71,197.528,0.34655,2.03468,1.23278,0.84385,0.9537,0.26667,0.98389,0.93914,0.9537,0.26667,0.84791,0.56399,0.35276,2.61623,2.33888,0.8596,0.000307092,0.000307092,0.000307092
72,200.456,0.55995,2.21997,1.39691,0.94244,1,0.39261,0.995,0.94295,1,0.39261,0.85903,0.58381,0.33915,2.49456,2.27991,0.84839,0.000301435,0.000301435,0.000301435
73,203.296,0.46901,2.32505,1.3355,0.94204,1,0.39261,0.995,0.94295,1,0.39261,0.85903,0.58381,0.33915,2.49456,2.27991,0.84839,0.000295494,0.000295494,0.000295494
74,206.022,0.41928,2.14093,1.32956,0.92776,1,0.39261,0.995,0.94295,1,0.39261,0.85903,0.58381,0.33915,2.49456,2.27991,0.84839,0.000289271,0.000289271,0.000289271
75,209.068,0.4434,2.54975,1.29806,0.92724,1,0.50123,0.995,0.95539,1,0.50123,0.88654,0.59027,0.32452,2.36795,2.21465,0.843,0.000282765,0.000282765,0.000282765
76,211.902,0.35883,1.79748,1.17801,0.86553,1,0.50123,0.995,0.95539,1,0.50123,0.88654,0.59027,0.32452,2.36795,2.21465,0.843,0.000275976,0.000275976,0.000275976
77,214.682,0.49659,2.0905,1.29171,0.96275,1,0.50123,0.995,0.95539,1,0.50123,0.88654,0.59027,0.32452,2.36795,2.21465,0.843,0.000268904,0.000268904,0.000268904
78,217.649,0.50322,1.95418,1.25098,0.92827,0.97645,0.53988,0.995,0.95615,0.91663,0.5,0.87693,0.59203,0.29783,2.21814,2.10637,0.83634,0.000261548,0.000261548,0.000261548
79,220.462,0.39835,1.78504,1.15219,0.84242,0.97645,0.53988,0.995,0.95615,0.91663,0.5,0.87693,0.59203,0.29783,2.21814,2.10637,0.83634,0.00025391,0.00025391,0.00025391
80,223.394,0.47386,2.11424,1.17278,0.87017,0.97645,0.53988,0.995,0.95615,0.91663,0.5,0.87693,0.59203,0.29783,2.21814,2.10637,0.83634,0.000245989,0.000245989,0.000245989
81,226.266,0.44505,2.01394,1.24735,0.94764,0.95428,0.69394,0.995,0.96933,0.88485,0.64552,0.92989,0.60484,0.27581,2.10903,1.98707,0.82929,0.000237786,0.000237786,0.000237786
82,229.185,0.41566,1.98586,1.06405,0.85087,0.95428,0.69394,0.995,0.96933,0.88485,0.64552,0.92989,0.60484,0.27581,2.10903,1.98707,0.82929,0.000229299,0.000229299,0.000229299
83,232.054,0.39142,1.78557,1.22297,0.88141,0.95428,0.69394,0.995,0.96933,0.88485,0.64552,0.92989,0.60484,0.27581,2.10903,1.98707,0.82929,0.000220529,0.000220529,0.000220529
84,234.935,0.44815,1.79134,1.07232,0.94133,0.93095,0.8258,0.995,0.96933,0.93095,0.8258,0.995,0.65228,0.26894,2.00338,1.87322,0.82405,0.000211476,0.000211476,0.000211476
85,237.724,0.41293,1.80296,1.1223,0.90469,0.93095,0.8258,0.995,0.96933,0.93095,0.8258,0.995,0.65228,0.26894,2.00338,1.87322,0.82405,0.000202141,0.000202141,0.000202141
86,240.465,0.5136,1.88274,1.30793,0.99284,0.93095,0.8258,0.995,0.96933,0.93095,0.8258,0.995,0.65228,0.26894,2.00338,1.87322,0.82405,0.000192522,0.000192522,0.000192522
87,243.295,0.31695,1.73418,1.08766,0.84245,0.93095,0.8258,0.995,0.96933,0.93095,0.8258,0.995,0.65228,0.26894,2.00338,1.87322,0.82405,0.00018262,0.00018262,0.00018262
88,246.207,0.3865,1.97969,1.21896,0.90776,0.90468,0.9999,0.995,0.96725,0.90468,0.9999,0.995,0.68764,0.26744,1.84994,1.71868,0.82093,0.000172436,0.000172436,0.000172436
89,249.056,0.41855,1.87437,1.27855,0.95566,0.90468,0.9999,0.995,0.96725,0.90468,0.9999,0.995,0.68764,0.26744,1.84994,1.71868,0.82093,0.000161969,0.000161969,0.000161969
90,251.787,0.39631,1.97743,1.06382,0.85031,0.90468,0.9999,0.995,0.96725,0.90468,0.9999,0.995,0.68764,0.26744,1.84994,1.71868,0.82093,0.000151218,0.000151218,0.000151218
91,254.548,0.39011,1.5392,1.15976,0.85924,0.90468,0.9999,0.995,0.96725,0.90468,0.9999,0.995,0.68764,0.26744,1.84994,1.71868,0.82093,0.000140185,0.000140185,0.000140185
92,257.773,0.31589,1.39293,1.05169,0.89049,0.89294,1,0.995,0.96947,0.89294,1,0.995,0.70892,0.2573,1.70311,1.55609,0.8157,0.000128869,0.000128869,0.000128869
93,260.646,0.31755,1.35782,1.26952,0.93576,0.89294,1,0.995,0.96947,0.89294,1,0.995,0.70892,0.2573,1.70311,1.55609,0.8157,0.000117269,0.000117269,0.000117269
94,263.199,0.39893,1.57625,1.24743,1.02933,0.89294,1,0.995,0.96947,0.89294,1,0.995,0.70892,0.2573,1.70311,1.55609,0.8157,0.000105387,0.000105387,0.000105387
95,265.974,0.38431,1.59548,1.25623,0.95306,0.89294,1,0.995,0.96947,0.89294,1,0.995,0.70892,0.2573,1.70311,1.55609,0.8157,9.32222e-05,9.32222e-05,9.32222e-05
96,268.658,0.42089,1.48483,1.12804,1.01432,0.87583,1,0.995,0.96947,0.87583,1,0.995,0.72566,0.24834,1.58248,1.4197,0.81151,8.07742e-05,8.07742e-05,8.07742e-05
97,271.343,0.2828,1.38929,1.01396,0.86201,0.87583,1,0.995,0.96947,0.87583,1,0.995,0.72566,0.24834,1.58248,1.4197,0.81151,6.80433e-05,6.80433e-05,6.80433e-05
98,273.956,0.28793,1.40817,1.13705,0.87693,0.87583,1,0.995,0.96947,0.87583,1,0.995,0.72566,0.24834,1.58248,1.4197,0.81151,5.50294e-05,5.50294e-05,5.50294e-05
99,276.696,0.36982,1.59764,1.07938,0.82969,0.87583,1,0.995,0.96947,0.87583,1,0.995,0.72566,0.24834,1.58248,1.4197,0.81151,4.17325e-05,4.17325e-05,4.17325e-05
100,279.441,0.26571,1.29858,1.00345,0.75277,0.88486,1,0.995,0.97155,0.88486,1,0.995,0.74437,0.2397,1.50137,1.30695,0.80815,2.81527e-05,2.81527e-05,2.81527e-05
