epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,145.635,0.45797,2.55678,1.5398,0.91152,0.01248,1,0.8286,0.76922,0.00915,0.73889,0.4421,0.30262,0.36433,3.52461,2.58229,0.88978,0.000359978,0.000359978,0.000359978
55,148.601,0.60329,2.71974,1.72383,0.9304,0.01248,1,0.8286,0.76922,0.00915,0.73889,0.4421,0.30262,0.36433,3.52461,2.58229,0.88978,0.000359131,0.000359131,0.000359131
56,151.741,0.60737,2.79657,1.76151,0.95033,0.01248,1,0.8286,0.76922,0.00915,0.73889,0.4421,0.30262,0.36433,3.52461,2.58229,0.88978,0.000358,0.000358,0.000358
57,154.891,0.52407,2.99904,1.73606,0.92287,0.66262,0.9482,0.85571,0.81449,0.48086,0.75,0.63233,0.38611,0.34971,3.28433,2.48797,0.86294,0.000356587,0.000356587,0.000356587
58,157.701,0.6142,3.03303,1.58659,0.92626,0.66262,0.9482,0.85571,0.81449,0.48086,0.75,0.63233,0.38611,0.34971,3.28433,2.48797,0.86294,0.000354891,0.000354891,0.000354891
59,160.736,0.48247,2.27509,1.60888,0.94157,0.66262,0.9482,0.85571,0.81449,0.48086,0.75,0.63233,0.38611,0.34971,3.28433,2.48797,0.86294,0.000352912,0.000352912,0.000352912
60,163.599,0.40872,2.49289,1.54396,0.93724,0.68309,0.63093,0.88429,0.852,0.6047,0.57537,0.70848,0.42827,0.34138,3.12354,2.42596,0.85578,0.000350649,0.000350649,0.000350649
61,166.729,0.59658,2.75777,1.59314,0.97103,0.68309,0.63093,0.88429,0.852,0.6047,0.57537,0.70848,0.42827,0.34138,3.12354,2.42596,0.85578,0.000348104,0.000348104,0.000348104
62,169.743,0.57576,2.3542,1.53659,0.99509,0.68309,0.63093,0.88429,0.852,0.6047,0.57537,0.70848,0.42827,0.34138,3.12354,2.42596,0.85578,0.000345276,0.000345276,0.000345276
63,173.105,0.59598,2.91286,1.57896,1.07197,0.94444,0.39704,0.92889,0.88378,0.84852,0.34149,0.74221,0.43821,0.35452,3.01261,2.37747,0.86425,0.000342165,0.000342165,0.000342165
64,176.002,0.46841,2.85847,1.4255,0.89582,0.94444,0.39704,0.92889,0.88378,0.84852,0.34149,0.74221,0.43821,0.35452,3.01261,2.37747,0.86425,0.000338772,0.000338772,0.000338772
65,178.972,0.55658,2.30201,1.52397,0.92103,0.94444,0.39704,0.92889,0.88378,0.84852,0.34149,0.74221,0.43821,0.35452,3.01261,2.37747,0.86425,0.000335095,0.000335095,0.000335095
66,182.023,0.58365,2.34758,1.33696,1.00704,1,0.35266,0.95611,0.89498,0.88764,0.29586,0.68352,0.43633,0.37803,2.92413,2.34201,0.87359,0.000331135,0.000331135,0.000331135
67,185.059,0.58367,2.82183,1.44565,0.95939,1,0.35266,0.95611,0.89498,0.88764,0.29586,0.68352,0.43633,0.37803,2.92413,2.34201,0.87359,0.000326892,0.000326892,0.000326892
68,188.167,0.54598,2.55489,1.42365,0.92907,1,0.35266,0.95611,0.89498,0.88764,0.29586,0.68352,0.43633,0.37803,2.92413,2.34201,0.87359,0.000322367,0.000322367,0.000322367
69,191.46,0.58875,2.31005,1.46323,1.06275,1,0.34942,0.95611,0.89454,0.76418,0.23269,0.61458,0.43393,0.3875,2.83785,2.30389,0.87516,0.000317558,0.000317558,0.000317558
70,194.571,0.58402,2.49501,1.36025,0.95451,1,0.34942,0.95611,0.89454,0.76418,0.23269,0.61458,0.43393,0.3875,2.83785,2.30389,0.87516,0.000312467,0.000312467,0.000312467
71,197.651,0.40937,2.16497,1.26467,0.8537,1,0.34942,0.95611,0.89454,0.76418,0.23269,0.61458,0.43393,0.3875,2.83785,2.30389,0.87516,0.000307092,0.000307092,0.000307092
72,200.833,0.60292,2.38051,1.46017,0.97261,1,0.34256,0.98389,0.91051,0.88485,0.287,0.74713,0.42907,0.37175,2.73929,2.2576,0.86983,0.000301435,0.000301435,0.000301435
73,203.79,0.41378,2.45328,1.36294,0.90534,1,0.34256,0.98389,0.91051,0.88485,0.287,0.74713,0.42907,0.37175,2.73929,2.2576,0.86983,0.000295494,0.000295494,0.000295494
74,206.824,0.46112,2.32833,1.3979,0.92875,1,0.34256,0.98389,0.91051,0.88485,0.287,0.74713,0.42907,0.37175,2.73929,2.2576,0.86983,0.000289271,0.000289271,0.000289271
75,209.843,0.42993,2.62915,1.35044,0.89886,1,0.36675,0.995,0.93932,0.88793,0.3177,0.79178,0.48455,0.33167,2.57366,2.1847,0.85638,0.000282765,0.000282765,0.000282765
76,212.7,0.34425,1.95583,1.20594,0.85665,1,0.36675,0.995,0.93932,0.88793,0.3177,0.79178,0.48455,0.33167,2.57366,2.1847,0.85638,0.000275976,0.000275976,0.000275976
77,215.704,0.4267,2.27815,1.30262,0.91388,1,0.36675,0.995,0.93932,0.88793,0.3177,0.79178,0.48455,0.33167,2.57366,2.1847,0.85638,0.000268904,0.000268904,0.000268904
78,218.898,0.5376,2.03496,1.25463,0.99546,1,0.48464,0.995,0.97382,0.92333,0.43325,0.7918,0.52249,0.2987,2.42674,2.11251,0.84165,0.000261548,0.000261548,0.000261548
79,221.778,0.42374,1.88053,1.15476,0.85224,1,0.48464,0.995,0.97382,0.92333,0.43325,0.7918,0.52249,0.2987,2.42674,2.11251,0.84165,0.00025391,0.00025391,0.00025391
80,224.649,0.54958,2.31015,1.27776,0.91686,1,0.48464,0.995,0.97382,0.92333,0.43325,0.7918,0.52249,0.2987,2.42674,2.11251,0.84165,0.000245989,0.000245989,0.000245989
81,227.425,0.46698,2.10122,1.26663,0.96736,1,0.75066,0.995,0.97912,0.94438,0.70895,0.89378,0.54789,0.29034,2.28491,2.02288,0.83608,0.000237786,0.000237786,0.000237786
82,230.315,0.48237,2.24039,1.16366,0.87765,1,0.75066,0.995,0.97912,0.94438,0.70895,0.89378,0.54789,0.29034,2.28491,2.02288,0.83608,0.000229299,0.000229299,0.000229299
83,233.488,0.41402,1.87902,1.23774,0.89203,1,0.75066,0.995,0.97912,0.94438,0.70895,0.89378,0.54789,0.29034,2.28491,2.02288,0.83608,0.000220529,0.000220529,0.000220529
84,236.58,0.49143,2.1045,1.13602,0.968,1,0.83546,0.995,0.98441,0.89505,0.75213,0.89113,0.56962,0.27578,2.16596,1.9372,0.82865,0.000211476,0.000211476,0.000211476
85,239.696,0.40192,1.89734,1.13007,0.89533,1,0.83546,0.995,0.98441,0.89505,0.75213,0.89113,0.56962,0.27578,2.16596,1.9372,0.82865,0.000202141,0.000202141,0.000202141
86,242.474,0.52562,2.07772,1.35294,0.99748,1,0.83546,0.995,0.98441,0.89505,0.75213,0.89113,0.56962,0.27578,2.16596,1.9372,0.82865,0.000192522,0.000192522,0.000192522
87,245.425,0.37469,1.845,1.13935,0.84798,1,0.83546,0.995,0.98441,0.89505,0.75213,0.89113,0.56962,0.27578,2.16596,1.9372,0.82865,0.00018262,0.00018262,0.00018262
88,248.315,0.38515,2.16674,1.23353,0.90234,0.98911,0.98527,0.995,0.97743,0.89778,0.86699,0.89196,0.59583,0.25828,2.04731,1.83717,0.82462,0.000172436,0.000172436,0.000172436
89,251.376,0.45202,2.29058,1.20527,0.95489,0.98911,0.98527,0.995,0.97743,0.89778,0.86699,0.89196,0.59583,0.25828,2.04731,1.83717,0.82462,0.000161969,0.000161969,0.000161969
90,254.309,0.35459,2.20037,1.08393,0.83734,0.98911,0.98527,0.995,0.97743,0.89778,0.86699,0.89196,0.59583,0.25828,2.04731,1.83717,0.82462,0.000151218,0.000151218,0.000151218
91,257.29,0.38419,1.84244,1.12597,0.88116,0.98911,0.98527,0.995,0.97743,0.89778,0.86699,0.89196,0.59583,0.25828,2.04731,1.83717,0.82462,0.000140185,0.000140185,0.000140185
92,260.531,0.29059,1.67252,1.0193,0.90814,0.92549,0.97235,0.995,0.995,0.88304,0.8534,0.9325,0.60833,0.25179,1.93141,1.69443,0.82054,0.000128869,0.000128869,0.000128869
93,263.54,0.33424,1.58897,1.15154,0.95271,0.92549,0.97235,0.995,0.995,0.88304,0.8534,0.9325,0.60833,0.25179,1.93141,1.69443,0.82054,0.000117269,0.000117269,0.000117269
94,266.351,0.46343,1.88124,1.20261,1.08666,0.92549,0.97235,0.995,0.995,0.88304,0.8534,0.9325,0.60833,0.25179,1.93141,1.69443,0.82054,0.000105387,0.000105387,0.000105387
95,269.001,0.38838,1.77536,1.13795,0.96913,0.92549,0.97235,0.995,0.995,0.88304,0.8534,0.9325,0.60833,0.25179,1.93141,1.69443,0.82054,9.32222e-05,9.32222e-05,9.32222e-05
96,272.054,0.40849,1.76838,1.19491,1.03729,0.9569,0.95252,0.995,0.995,0.88025,0.82933,0.89193,0.61435,0.24741,1.82353,1.5632,0.81721,8.07742e-05,8.07742e-05,8.07742e-05
97,274.801,0.28647,1.70597,0.98623,0.84639,0.9569,0.95252,0.995,0.995,0.88025,0.82933,0.89193,0.61435,0.24741,1.82353,1.5632,0.81721,6.80433e-05,6.80433e-05,6.80433e-05
98,277.947,0.36007,1.63087,1.13852,0.93218,0.9569,0.95252,0.995,0.995,0.88025,0.82933,0.89193,0.61435,0.24741,1.82353,1.5632,0.81721,5.50294e-05,5.50294e-05,5.50294e-05
99,280.995,0.32125,1.88937,1.07766,0.81834,0.9569,0.95252,0.995,0.995,0.88025,0.82933,0.89193,0.61435,0.24741,1.82353,1.5632,0.81721,4.17325e-05,4.17325e-05,4.17325e-05
100,284.082,0.25869,1.55939,1.08118,0.78265,0.93891,0.95513,0.995,0.995,0.93891,0.95513,0.995,0.64842,0.24185,1.74325,1.43495,0.81402,2.81527e-05,2.81527e-05,2.81527e-05
